,Protein,Total lipid (fat),"Carbohydrate, by difference",Total Sugars,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Copper, Cu","Selenium, Se","Vitamin A, RAE",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total","Choline, total",Vitamin K (phylloquinone),"Folate, DFE","Vitamin B-12, added",Cholesterol,"Fatty acids, total saturated","Manganese, Mn"
sardine,0.358,0.10205128205128206,0.07963636363636363,0.00474,0.03571428571428571,0.2353846153846154,0.17333333333333334,0.08095238095238096,0.2576,0.05808510638297872,0.16130434782608696,0.10181818181818182,0.17555555555555555,0.00072,0.02,0.082,0.135,0.225,0.17923076923076922,0.314375,0.07882352941176471,0.0001375,0.020956521739130436,0.0125,0.205,0.0,0.2633333333333333,0.0605,0.0
sausage,0.2134,0.22217948717948718,0.04363636363636364,0.0,0.04642857142857143,0.02076923076923077,0.2,0.0,0.0,0.0,0.8752173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.2665,0.0
scallop,0.222,0.16025641025641027,0.051272727272727275,0.0004,0.017857142857142856,0.014615384615384615,0.06555555555555556,0.05238095238095238,0.2216,0.03829787234042553,0.2026086956521739,0.07636363636363637,0.05,0.00023272727272727274,0.0033333333333333335,0.15,0.0,0.125,0.06461538461538462,0.09625,0.03705882352941176,8.25e-05,0.024478260869565217,0.1,0.1175,0.0,0.08333333333333333,0.088,0.0
scotch,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0032,0.000425531914893617,0.0004347826086956522,0.0036363636363636364,0.023333333333333334,0.0,0.0,0.0,0.0,0.005,0.003076923076923077,0.0008125,0.000588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seafood,0.1606,0.06102564102564102,0.059636363636363626,0.00184,0.025,0.013846153846153847,0.06666666666666667,0.03333333333333333,0.0696,0.023829787234042554,0.2647826086956522,0.06272727272727273,0.08777777777777777,0.0002018181818181818,0.027777777777777776,0.06,0.0,0.10666666666666667,0.06692307692307692,0.1425,0.06352941176470588,8.25e-05,0.01026086956521739,0.02333333333333333,0.1225,0.0,0.08333333333333333,0.05,0.0
seed,0.106,0.029487179487179487,0.11636363636363636,0.0,0.17142857142857143,0.04692307692307692,0.03333333333333333,0.11904761904761904,0.0992,0.18617021276595744,0.01,0.07545454545454545,1.1877777777777778,0.0,0.013333333333333334,0.0,0.0,0.24166666666666667,0.13076923076923078,0.33125,0.17529411764705882,0.0001225,0.0,0.0,0.1225,0.0,0.0,0.03105,0.057391304347826085
semolina,0.2174,0.02782051282051282,0.28458181818181816,0.0,0.07857142857142857,0.0,0.19333333333333333,0.0,0.0,0.017659574468085106,0.009565217391304347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sesame,0.062,0.5794871794871795,0.03127272727272727,0.01664,0.03571428571428571,0.014615384615384615,0.03333333333333333,0.0,0.0296,0.03340425531914894,0.43478260869565216,0.00909090909090909,0.0,2.9090909090909093e-05,0.0022222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0017391304347826088,0.4666666666666667,0.0,0.0,0.0,0.31,0.0
sesame oil,0.0,1.2820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.695652173913044e-05,0.11333333333333333,0.0,0.0,0.0,0.71,0.0
shallot,0.05,0.001282051282051282,0.06109090909090909,0.01574,0.11428571428571428,0.02846153846153846,0.06666666666666667,0.05,0.048,0.07106382978723404,0.0052173913043478265,0.03636363636363636,0.09777777777777778,2.1818181818181818e-05,0.0,0.0026666666666666666,0.0,0.05,0.015384615384615385,0.0125,0.20294117647058824,8.5e-05,0.00491304347826087,0.006666666666666667,0.085,0.0,0.0,0.00085,0.12695652173913044
shellfish,0.31,0.08551282051282051,0.01781818181818182,0.00014,0.007142857142857143,0.04923076923076923,0.029444444444444443,0.06190476190476191,0.2184,0.027872340425531914,0.15130434782608695,0.1009090909090909,0.23,0.0006054545454545454,0.07,0.16066666666666668,0.005,0.05583333333333333,0.03076923076923077,0.13625,0.1011764705882353,6e-05,0.03934782608695652,0.04666666666666666,0.07,0.0,0.4666666666666667,0.0615,0.0
sherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shrimp,0.2352,0.0,0.0,0.0,0.0,0.054615384615384614,0.023333333333333334,0.0,0.0,0.0,0.21478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37333333333333335,0.0,0.0
snapper,0.4118,0.018846153846153846,0.0,0.0,0.0,0.024615384615384615,0.0,0.0,0.0,0.08872340425531915,0.02826086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12666666666666668,0.0,0.0
sour cream,0.0666,0.21371794871794875,0.024254545454545456,0.00666,0.0,0.10230769230769231,0.0,0.0,0.0,0.049574468085106384,0.029130434782608697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22333333333333333,0.5835,0.0
soy,0.53,0.09423076923076923,0.19345454545454546,0.0036,0.125,0.13153846153846155,0.28888888888888886,0.40476190476190477,0.0056,0.0014893617021276596,0.3660869565217391,0.13636363636363635,2.7333333333333334,0.00021999999999999998,0.0,0.06733333333333333,0.0,0.2775,0.2684615384615385,0.18625,0.30176470588235293,0.0006,0.04826086956521739,0.09916666666666667,0.6,0.0,0.0,0.055,0.0
soy sauce,0.16280000000000003,0.007307692307692308,0.017927272727272726,0.0008,0.02857142857142857,0.025384615384615384,0.08055555555555556,0.1761904761904762,0.1328,0.0925531914893617,2.3869565217391306,0.07909090909090909,0.04777777777777778,9.090909090909091e-06,0.0,0.0,0.0,0.0275,0.12692307692307692,0.1375,0.08705882352941176,3.5e-05,0.007956521739130435,0.0,0.035,0.0,0.0,0.00365,0.0
sparkling wine,0.0014,0.0,0.0084,0.002,0.0,0.006923076923076923,0.016666666666666666,0.023809523809523808,0.0136,0.01574468085106383,0.002173913043478261,0.01,0.005555555555555556,1.8181818181818183e-06,0.0,0.0,0.0,0.0033333333333333335,0.010769230769230769,0.006625,0.02588235294117647,2.5e-06,0.0019130434782608696,0.0025,0.0025,0.0,0.0,0.0,0.0
spice,0.1152,0.16153846153846155,0.2519272727272727,0.01552,0.5285714285714286,0.5246153846153846,1.095,0.3238095238095238,0.0944,0.14106382978723403,0.022608695652173914,0.21545454545454545,0.5377777777777778,0.0001690909090909091,0.014444444444444444,0.12866666666666668,0.0,0.10916666666666666,0.10538461538461538,0.1401875,0.23529411764705882,6e-05,0.009043478260869564,0.23666666666666666,0.06,0.0,0.0,0.3265,6.888695652173913
spinach,0.0706,0.0,0.012836363636363637,0.0,0.08571428571428572,0.07230769230769231,0.17666666666666667,0.0,0.0,0.0,0.035652173913043476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spritzer,0.0008,0.0,0.005890909090909091,0.00094,0.0,0.005384615384615384,0.012222222222222223,0.016666666666666666,0.0096,0.01276595744680851,0.004782608695652174,0.01090909090909091,0.0077777777777777776,1.8181818181818183e-06,0.0,0.0,0.0,0.0025,0.010769230769230769,0.0061875,0.018823529411764704,2.5e-06,0.0013043478260869566,0.0,0.0025,0.0,0.0,0.0,0.0
squash,0.013,0.035897435897435895,0.022763636363636364,0.0049,0.05,0.016153846153846154,0.018333333333333333,0.02619047619047619,0.0112,0.02425531914893617,0.06,0.017272727272727273,0.03777777777777778,5.4545454545454545e-06,0.01888888888888889,0.03333333333333333,0.0,0.030833333333333334,0.016153846153846154,0.049,0.06588235294117648,2e-05,0.003260869565217391,0.024166666666666666,0.02,0.0,0.006666666666666667,0.0363,0.0
squid,0.291,0.20974358974358975,0.013236363636363636,0.0,0.0,0.05615384615384615,0.07277777777777777,0.0,0.0,0.0,0.27652173913043476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1365,0.0
steak,0.0,0.0,0.40403636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stew,0.1848,0.03,0.022872727272727274,0.00314,0.04642857142857143,0.010769230769230769,0.025555555555555557,0.04285714285714286,0.0744,0.053404255319148934,0.13434782608695653,0.053636363636363635,0.07111111111111111,0.00016,0.14666666666666667,0.017333333333333333,0.0,0.050833333333333335,0.07076923076923076,0.18125,0.1588235294117647,3.5e-05,0.014782608695652174,0.055,0.035,0.0,0.12333333333333334,0.0324,0.0
stock,0.0,0.011282051282051283,0.006436363636363637,0.00176,0.0,0.0,0.0,0.0,0.0,0.0,0.15391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strawberry,0.017,0.0,0.07705454545454546,0.0339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sugar snap pea,0.0454,0.0,0.02890909090909091,0.0091,0.08214285714285714,0.026153846153846153,0.044444444444444446,0.0,0.0,0.03872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss cheese,0.5218,0.3344871794871795,0.015818181818181818,0.0,0.0,0.6692307692307692,0.0,0.0,0.0,0.0,0.08521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.8695,0.0
swordfish,0.438,0.15128205128205127,0.02832727272727273,0.00028,0.010714285714285714,0.011538461538461539,0.05444444444444444,0.08095238095238096,0.2264,0.09680851063829787,0.15130434782608695,0.07181818181818182,0.06555555555555556,0.001130909090909091,0.06,0.18733333333333332,0.73,0.13583333333333333,0.07846153846153846,0.550625,0.3235294117647059,4.5e-05,0.03173913043478261,0.03333333333333333,0.0675,0.0,0.25666666666666665,0.147,0.0
tamarind,0.056,0.007692307692307693,0.22727272727272727,0.0776,0.18214285714285713,0.05692307692307692,0.15555555555555556,0.21904761904761905,0.0904,0.13361702127659575,0.01217391304347826,0.00909090909090909,0.09555555555555556,2.3636363636363637e-05,0.0022222222222222222,0.006666666666666667,0.0,0.3566666666666667,0.11692307692307692,0.12125,0.03882352941176471,3.5e-05,0.0037391304347826086,0.02333333333333333,0.035,0.0,0.0,0.0136,0.0
tangerine,0.0,0.0,0.04949090909090909,0.02722,0.0,0.0,0.0,0.0,0.0,0.0,0.00608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tapioca,0.0,0.0,0.3030181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tarragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tart,0.0802,0.11564102564102564,0.2610909090909091,0.062,0.06428571428571428,0.009230769230769232,0.24166666666666667,0.02619047619047619,0.0568,0.01829787234042553,0.13521739130434782,0.03272727272727273,0.06888888888888889,6.181818181818182e-05,0.22444444444444445,0.04933333333333333,0.0,0.4325,0.38076923076923075,0.385625,0.2911764705882353,0.000225,0.0036521739130434784,0.16166666666666665,0.2875,0.0,0.0,0.1545,0.0
tea,0.0,0.0,0.030763636363636365,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tequila,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0032,0.000425531914893617,0.0004347826086956522,0.0036363636363636364,0.023333333333333334,0.0,0.0,0.0,0.0,0.005,0.003076923076923077,0.0008125,0.000588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thyme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tilapia,0.375,0.04576923076923077,0.006509090909090909,0.0,0.0,0.013846153846153847,0.035555555555555556,0.0,0.0,0.0,0.19391304347826088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.067,0.0
tofu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomatillo,0.0192,0.013076923076923076,0.021236363636363637,0.00786,0.06785714285714285,0.005384615384615384,0.034444444444444444,0.047619047619047616,0.0312,0.05702127659574468,0.0004347826086956522,0.02,0.08777777777777777,9.090909090909091e-06,0.006666666666666667,0.025333333333333333,0.0,0.03666666666666667,0.026923076923076925,0.115625,0.03294117647058824,1.75e-05,0.0033043478260869567,0.08416666666666667,0.0175,0.0,0.0,0.00695,0.06652173913043478
tortillas,0.0714,0.02294871794871795,0.14287272727272726,0.0,0.12857142857142856,0.11,0.07166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tree nut,0.0058,0.0008974358974358974,0.0392,0.0,0.13214285714285715,0.006153846153846154,0.008888888888888889,0.011904761904761904,0.0032,0.0010638297872340426,0.10478260869565217,0.028181818181818183,0.22444444444444445,1.6363636363636363e-05,0.011111111111111112,0.0,0.0,0.0,0.23076923076923078,0.21875,0.10529411764705883,3.75e-05,0.0,0.0,0.0375,0.0,0.0,0.0,0.23434782608695653
triple sec,0.0,0.0,0.2302909090909091,0.12666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tropical fruit,0.0142,0.0,0.051963636363636365,0.02,0.075,0.0,0.014444444444444444,0.0,0.0,0.041063829787234045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trout,0.342,0.21666666666666667,0.042545454545454546,0.0004,0.017857142857142856,0.026153846153846153,0.06277777777777778,0.05714285714285714,0.156,0.06617021276595744,0.16608695652173913,0.04454545454545455,0.06888888888888889,0.00038363636363636367,0.06333333333333334,0.2686666666666667,0.605,0.18583333333333332,0.10615384615384615,0.32875,0.14411764705882352,8e-05,0.024478260869565217,0.1,0.1125,0.0,0.17,0.1355,0.0
tuna,0.1132,0.04833333333333333,0.03774545454545455,0.01132,0.03214285714285714,0.02923076923076923,0.03777777777777778,0.0,0.0,0.0,0.19260869565217392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0235,0.0
turnip,0.0492,0.002435897435897436,0.012327272727272727,0.0,0.08571428571428572,0.0876923076923077,0.09055555555555556,0.04285714285714286,0.0192,0.017446808510638297,0.00782608695652174,0.014545454545454545,0.056666666666666664,1.6363636363636363e-05,0.3388888888888889,0.0,0.0,0.03666666666666667,0.06769230769230769,0.02425,0.04352941176470588,0.0001025,0.0,0.0,0.1025,0.0,0.0,0.0016,0.09565217391304348
vanilla,0.07,0.2076923076923077,0.08109090909090909,0.0412,0.0,0.09,0.01888888888888889,0.02619047619047619,0.084,0.03340425531914894,0.026521739130434784,0.042727272727272725,0.008888888888888889,6.363636363636364e-05,0.20222222222222222,0.034,0.015,0.034166666666666665,0.12846153846153846,0.005125,0.026470588235294117,2e-05,0.011304347826086957,0.010833333333333334,0.0225,0.0,0.30666666666666664,0.515,0.0
veal,0.356,0.10948717948717948,0.024509090909090907,0.00102,0.017857142857142856,0.010769230769230769,0.058333333333333334,0.05714285714285714,0.1136,0.044893617021276595,0.06391304347826086,0.10545454545454545,0.14222222222222222,0.00032545454545454544,0.04777777777777778,0.03866666666666667,0.025,0.0825,0.2053846153846154,0.333125,0.23588235294117646,4.25e-05,0.03821739130434783,0.13916666666666666,0.055,0.0,0.18333333333333332,0.1795,0.0
vegetable,0.046,0.002564102564102564,0.024727272727272726,0.00514,0.05357142857142857,0.021538461538461538,0.04611111111111111,0.05,0.0224,0.03574468085106383,0.013478260869565217,0.023636363636363636,0.07777777777777778,1.2727272727272727e-05,0.33666666666666667,0.034666666666666665,0.0,0.050833333333333335,0.05307692307692308,0.0486875,0.058823529411764705,0.0001,0.005826086956521739,0.20416666666666666,0.1,0.0,0.0,0.00175,0.0
venison,0.404,0.3217948717948718,0.0,0.0,0.0,0.013076923076923076,0.135,0.04523809523809524,0.1512,0.06106382978723404,0.36043478260869566,0.34454545454545454,0.10555555555555556,0.00019090909090909092,0.0077777777777777776,0.03133333333333333,0.025,0.33916666666666667,0.21769230769230768,0.454375,0.2223529411764706,1.25e-05,0.034608695652173914,0.008333333333333333,0.0125,0.0,0.3,0.488,0.0
vermouth,0.0,0.14243589743589744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7247826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vinegar,0.0,0.0,0.003381818181818182,0.0008,0.0,0.005384615384615384,0.011111111111111112,0.011904761904761904,0.0064,0.015531914893617021,0.002173913043478261,0.0036363636363636364,0.008888888888888889,1.8181818181818183e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vodka,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0032,0.000425531914893617,0.0004347826086956522,0.0036363636363636364,0.023333333333333334,0.0,0.0,0.0,0.0,0.005,0.003076923076923077,0.0008125,0.000588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walnut,0.2068,0.48628205128205126,0.13792727272727273,0.05518,0.24642857142857144,0.15923076923076923,0.20666666666666667,0.0,0.0,0.0,0.022608695652173914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056666666666666664,0.6035,0.0
wasabi,0.0446,0.13974358974358975,0.16774545454545456,0.0264,0.21785714285714286,0.031538461538461536,0.027777777777777776,0.05,0.0208,0.03872340425531915,1.4739130434782608,0.05545454545454546,0.06111111111111111,4e-05,0.0,0.26066666666666666,0.0,0.041666666666666664,0.05384615384615385,0.01,0.029411764705882353,2.5e-05,0.001,0.029166666666666667,0.025,0.0,0.0,0.10155000000000002,0.05956521739130435
watercress,0.048,0.03641025641025641,0.004909090909090909,0.00042,0.017857142857142856,0.09615384615384616,0.011666666666666667,0.05238095238095238,0.0504,0.07319148936170213,0.07521739130434782,0.01090909090909091,0.08888888888888889,1.6363636363636363e-05,0.18888888888888888,0.09666666666666666,0.0,0.07,0.09153846153846154,0.012375,0.08529411764705883,1.75e-05,0.0041739130434782605,2.183333333333333,0.0175,0.0,0.006666666666666667,0.0372,0.0
watermelon,0.0156,0.003205128205128205,0.027090909090909093,0.01254,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whiskey,0.0,0.0,0.0,0.0,0.0,0.0,0.0022222222222222222,0.0,0.0032,0.000425531914893617,0.0004347826086956522,0.0036363636363636364,0.023333333333333334,0.0,0.0,0.0,0.0,0.005,0.003076923076923077,0.0008125,0.000588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
white wine,0.0014,0.0,0.009454545454545455,0.00192,0.0,0.006923076923076923,0.015,0.023809523809523808,0.0144,0.015106382978723404,0.002173913043478261,0.01090909090909091,0.0044444444444444444,1.8181818181818183e-06,0.0,0.0,0.0,0.004166666666666667,0.011538461538461539,0.00675,0.029411764705882353,2.5e-06,0.0018695652173913043,0.0033333333333333335,0.0025,0.0,0.0,0.0,0.0
whole wheat,0.2858,0.0,0.06494545454545454,0.0,0.0,0.11,0.28555555555555556,0.0,0.0,0.0,0.13826086956521738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wild rice,0.2666,0.01423076923076923,0.28283636363636366,0.0,0.15714285714285714,0.0,0.08888888888888889,0.0,0.2664,0.05680851063829787,0.0,0.30272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.17461538461538462,0.4166875,0.2611764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wine,0.0008,0.0,0.005890909090909091,0.00094,0.0,0.005384615384615384,0.012222222222222223,0.016666666666666666,0.0096,0.01276595744680851,0.004782608695652174,0.01090909090909091,0.0077777777777777776,1.8181818181818183e-06,0.0,0.0,0.0,0.0025,0.010769230769230769,0.0061875,0.018823529411764704,2.5e-06,0.0013043478260869566,0.0,0.0025,0.0,0.0,0.0,0.0
wok,0.0,1.2820512820512822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,0.0,0.0,0.0,0.0,0.0,0.0,8.695652173913044e-05,0.5941666666666666,0.0,0.0,0.0,0.3879,0.0
yellow squash,0.02,0.0,0.01090909090909091,0.004,0.03571428571428571,0.007692307692307693,0.02,0.0,0.0,0.0,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yogurt,0.0704,0.04512820512820513,0.016036363636363637,0.00616,0.0,0.10153846153846154,0.0,0.030952380952380953,0.0,0.03276595744680851,0.020869565217391306,0.056363636363636366,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.0
yuca,0.0236,0.0,0.10694545454545455,0.00236,0.125,0.009230769230769232,0.07055555555555555,0.0,0.0,0.07510638297872341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zucchini,0.021,0.0,0.01530909090909091,0.00632,0.039285714285714285,0.016153846153846154,0.024444444444444446,0.0,0.0,0.04723404255319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turkey,0.195,0.01628205128205128,0.024654545454545453,0.00338,0.04642857142857143,0.03230769230769231,0.06333333333333334,0.0,0.0,0.0,0.22652173913043477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11333333333333333,0.021,0.0
